Starting Price: 1.104640, Ending Price: 1.104670, Highest Price: 1.104680, Lowest Price: 1.104630, Total Volume: 0.000000
Starting Price: 1.103280, Ending Price: 1.103110, Highest Price: 1.103290, Lowest Price: 1.103090, Total Volume: 0.000000
Starting Price: 1.103120, Ending Price: 1.103140, Highest Price: 1.103140, Lowest Price: 1.103010, Total Volume: 0.000000
Starting Price: 1.103110, Ending Price: 1.103090, Highest Price: 1.103140, Lowest Price: 1.103080, Total Volume: 0.000000
Starting Price: 1.103100, Ending Price: 1.103160, Highest Price: 1.103170, Lowest Price: 1.103080, Total Volume: 0.000000
Starting Price: 1.103170, Ending Price: 1.103080, Highest Price: 1.103190, Lowest Price: 1.103070, Total Volume: 0.000000
Starting Price: 1.103060, Ending Price: 1.103120, Highest Price: 1.103120, Lowest Price: 1.103020, Total Volume: 0.000000
Starting Price: 1.103100, Ending Price: 1.103090, Highest Price: 1.103100, Lowest Price: 1.103040, Total Volume: 0.000000
Starting Price: 1.103090, Ending Price: 1.103090, Highest Price: 1.103120, Lowest Price: 1.103070, Total Volume: 0.000000
Starting Price: 1.103100, Ending Price: 1.103140, Highest Price: 1.103140, Lowest Price: 1.103080, Total Volume: 0.000000
Starting Price: 1.103130, Ending Price: 1.103210, Highest Price: 1.103210, Lowest Price: 1.103110, Total Volume: 0.000000
Starting Price: 1.103220, Ending Price: 1.103180, Highest Price: 1.103230, Lowest Price: 1.103170, Total Volume: 0.000000
Starting Price: 1.103170, Ending Price: 1.103360, Highest Price: 1.103370, Lowest Price: 1.103170, Total Volume: 0.000000
Starting Price: 1.103370, Ending Price: 1.103530, Highest Price: 1.103560, Lowest Price: 1.103350, Total Volume: 0.000000
Starting Price: 1.103550, Ending Price: 1.103480, Highest Price: 1.103630, Lowest Price: 1.103480, Total Volume: 0.000000
Starting Price: 1.103080, Ending Price: 1.103480, Highest Price: 1.103630, Lowest Price: 1.103070, Total Volume: 0.000000
Starting Price: 1.103580, Ending Price: 1.103580, Highest Price: 1.103600, Lowest Price: 1.103580, Total Volume: 0.000000
Starting Price: 1.103590, Ending Price: 1.103530, Highest Price: 1.103590, Lowest Price: 1.103450, Total Volume: 0.000000
Starting Price: 1.103520, Ending Price: 1.103440, Highest Price: 1.103520, Lowest Price: 1.103440, Total Volume: 0.000000
Starting Price: 1.103450, Ending Price: 1.103440, Highest Price: 1.103480, Lowest Price: 1.103380, Total Volume: 0.000000
Starting Price: 1.103430, Ending Price: 1.103490, Highest Price: 1.103490, Lowest Price: 1.103390, Total Volume: 0.000000
Starting Price: 1.103480, Ending Price: 1.103420, Highest Price: 1.103490, Lowest Price: 1.103380, Total Volume: 0.000000
Starting Price: 1.103410, Ending Price: 1.103450, Highest Price: 1.103500, Lowest Price: 1.103390, Total Volume: 0.000000
Starting Price: 1.103440, Ending Price: 1.103440, Highest Price: 1.103450, Lowest Price: 1.103380, Total Volume: 0.000000
Starting Price: 1.103460, Ending Price: 1.103440, Highest Price: 1.103490, Lowest Price: 1.103360, Total Volume: 0.000000
Starting Price: 1.103430, Ending Price: 1.103330, Highest Price: 1.103440, Lowest Price: 1.103260, Total Volume: 0.000000
Starting Price: 1.103320, Ending Price: 1.103330, Highest Price: 1.103440, Lowest Price: 1.103320, Total Volume: 0.000000
Starting Price: 1.103340, Ending Price: 1.103220, Highest Price: 1.103390, Lowest Price: 1.103220, Total Volume: 0.000000
Starting Price: 1.103230, Ending Price: 1.103280, Highest Price: 1.103340, Lowest Price: 1.103220, Total Volume: 0.000000
Starting Price: 1.103260, Ending Price: 1.103240, Highest Price: 1.103260, Lowest Price: 1.103200, Total Volume: 0.000000
Starting Price: 1.103230, Ending Price: 1.103250, Highest Price: 1.103290, Lowest Price: 1.103180, Total Volume: 0.000000
Starting Price: 1.103280, Ending Price: 1.103240, Highest Price: 1.103290, Lowest Price: 1.103230, Total Volume: 0.000000
Starting Price: 1.103240, Ending Price: 1.103250, Highest Price: 1.103320, Lowest Price: 1.103140, Total Volume: 0.000000
Starting Price: 1.103270, Ending Price: 1.103280, Highest Price: 1.103310, Lowest Price: 1.103230, Total Volume: 0.000000
Starting Price: 1.103260, Ending Price: 1.103180, Highest Price: 1.103300, Lowest Price: 1.103180, Total Volume: 0.000000
Starting Price: 1.103140, Ending Price: 1.103040, Highest Price: 1.103150, Lowest Price: 1.102980, Total Volume: 0.000000
Starting Price: 1.103030, Ending Price: 1.103130, Highest Price: 1.103190, Lowest Price: 1.103030, Total Volume: 0.000000
Starting Price: 1.103120, Ending Price: 1.103190, Highest Price: 1.103200, Lowest Price: 1.103120, Total Volume: 0.000000
Starting Price: 1.103180, Ending Price: 1.103190, Highest Price: 1.103210, Lowest Price: 1.103080, Total Volume: 0.000000
Starting Price: 1.103200, Ending Price: 1.103210, Highest Price: 1.103270, Lowest Price: 1.103140, Total Volume: 0.000000
Starting Price: 1.103200, Ending Price: 1.103040, Highest Price: 1.103210, Lowest Price: 1.103040, Total Volume: 0.000000
Starting Price: 1.103000, Ending Price: 1.103040, Highest Price: 1.103270, Lowest Price: 1.102980, Total Volume: 0.000000
Starting Price: 1.103300, Ending Price: 1.103140, Highest Price: 1.103300, Lowest Price: 1.103140, Total Volume: 0.000000
Starting Price: 1.103120, Ending Price: 1.103010, Highest Price: 1.103120, Lowest Price: 1.102910, Total Volume: 0.000000
Starting Price: 1.103000, Ending Price: 1.102910, Highest Price: 1.103010, Lowest Price: 1.102890, Total Volume: 0.000000
Starting Price: 1.102930, Ending Price: 1.103110, Highest Price: 1.103160, Lowest Price: 1.102880, Total Volume: 0.000000
Starting Price: 1.103120, Ending Price: 1.103220, Highest Price: 1.103240, Lowest Price: 1.103120, Total Volume: 0.000000
Starting Price: 1.103230, Ending Price: 1.103180, Highest Price: 1.103230, Lowest Price: 1.103130, Total Volume: 0.000000
Starting Price: 1.103150, Ending Price: 1.102880, Highest Price: 1.103150, Lowest Price: 1.102870, Total Volume: 0.000000
Starting Price: 1.102870, Ending Price: 1.102840, Highest Price: 1.102970, Lowest Price: 1.102830, Total Volume: 0.000000
Starting Price: 1.102830, Ending Price: 1.102830, Highest Price: 1.102840, Lowest Price: 1.102750, Total Volume: 0.000000
Starting Price: 1.102820, Ending Price: 1.102730, Highest Price: 1.102880, Lowest Price: 1.102720, Total Volume: 0.000000
Starting Price: 1.102740, Ending Price: 1.102810, Highest Price: 1.102850, Lowest Price: 1.102730, Total Volume: 0.000000
Starting Price: 1.102820, Ending Price: 1.102740, Highest Price: 1.102820, Lowest Price: 1.102710, Total Volume: 0.000000
Starting Price: 1.102720, Ending Price: 1.102740, Highest Price: 1.102840, Lowest Price: 1.102690, Total Volume: 0.000000
Starting Price: 1.102730, Ending Price: 1.102740, Highest Price: 1.102840, Lowest Price: 1.102730, Total Volume: 0.000000
Starting Price: 1.102730, Ending Price: 1.102640, Highest Price: 1.102760, Lowest Price: 1.102640, Total Volume: 0.000000
Starting Price: 1.102640, Ending Price: 1.102840, Highest Price: 1.102850, Lowest Price: 1.102630, Total Volume: 0.000000
Starting Price: 1.102860, Ending Price: 1.102920, Highest Price: 1.102950, Lowest Price: 1.102740, Total Volume: 0.000000
Starting Price: 1.102910, Ending Price: 1.102760, Highest Price: 1.102930, Lowest Price: 1.102750, Total Volume: 0.000000
Starting Price: 1.102740, Ending Price: 1.102660, Highest Price: 1.102800, Lowest Price: 1.102600, Total Volume: 0.000000
Starting Price: 1.102650, Ending Price: 1.102710, Highest Price: 1.102710, Lowest Price: 1.102620, Total Volume: 0.000000
Starting Price: 1.102730, Ending Price: 1.102760, Highest Price: 1.102810, Lowest Price: 1.102690, Total Volume: 0.000000
Starting Price: 1.102810, Ending Price: 1.102810, Highest Price: 1.102820, Lowest Price: 1.102760, Total Volume: 0.000000
Starting Price: 1.102820, Ending Price: 1.102850, Highest Price: 1.102860, Lowest Price: 1.102760, Total Volume: 0.000000
Starting Price: 1.102860, Ending Price: 1.103210, Highest Price: 1.103240, Lowest Price: 1.102840, Total Volume: 0.000000
Starting Price: 1.103180, Ending Price: 1.103130, Highest Price: 1.103180, Lowest Price: 1.103050, Total Volume: 0.000000
Starting Price: 1.103140, Ending Price: 1.102975, Highest Price: 1.103140, Lowest Price: 1.102955, Total Volume: 0.000000
Starting Price: 1.102980, Ending Price: 1.103240, Highest Price: 1.103315, Lowest Price: 1.102970, Total Volume: 0.000000
Starting Price: 1.098335, Ending Price: 1.098335, Highest Price: 1.098335, Lowest Price: 1.098335, Total Volume: 0.000000
Starting Price: 0.000000, Ending Price: 0.000000, Highest Price: 0.000000, Lowest Price: 340282346638528859811704183484516925440.000000, Total Volume: 0.000000
Starting Price: 1.097865, Ending Price: 1.096960, Highest Price: 1.097910, Lowest Price: 1.096960, Total Volume: 0.000000
Starting Price: 1.096950, Ending Price: 1.096950, Highest Price: 1.096990, Lowest Price: 1.096850, Total Volume: 0.000000
Starting Price: 1.096940, Ending Price: 1.097210, Highest Price: 1.097360, Lowest Price: 1.096940, Total Volume: 0.000000
Starting Price: 1.097525, Ending Price: 1.097780, Highest Price: 1.097805, Lowest Price: 1.097500, Total Volume: 0.000000
Starting Price: 1.097050, Ending Price: 1.097360, Highest Price: 1.097380, Lowest Price: 1.097050, Total Volume: 0.000000
Starting Price: 1.097390, Ending Price: 1.097390, Highest Price: 1.097390, Lowest Price: 1.097230, Total Volume: 0.000000
Starting Price: 0.000000, Ending Price: 0.000000, Highest Price: 0.000000, Lowest Price: 340282346638528859811704183484516925440.000000, Total Volume: 0.000000
Starting Price: 1.097790, Ending Price: 1.097980, Highest Price: 1.098220, Lowest Price: 1.097740, Total Volume: 0.000000
Starting Price: 1.097890, Ending Price: 1.098240, Highest Price: 1.098240, Lowest Price: 1.097700, Total Volume: 0.000000
Starting Price: 1.098370, Ending Price: 1.098480, Highest Price: 1.098530, Lowest Price: 1.098370, Total Volume: 0.000000
Starting Price: 1.098040, Ending Price: 1.098480, Highest Price: 1.098530, Lowest Price: 1.097700, Total Volume: 0.000000
Starting Price: 1.098040, Ending Price: 1.098480, Highest Price: 1.098530, Lowest Price: 1.097700, Total Volume: 0.000000
Starting Price: 1.098040, Ending Price: 1.098480, Highest Price: 1.098530, Lowest Price: 1.097700, Total Volume: 0.000000
Starting Price: 1.097070, Ending Price: 1.097040, Highest Price: 1.097360, Lowest Price: 1.096940, Total Volume: 0.000000
Starting Price: 1.097830, Ending Price: 1.097040, Highest Price: 1.098530, Lowest Price: 1.096940, Total Volume: 0.000000
Starting Price: 1.097830, Ending Price: 1.097040, Highest Price: 1.098530, Lowest Price: 1.096940, Total Volume: 0.000000
Starting Price: 1.097830, Ending Price: 1.097040, Highest Price: 1.098530, Lowest Price: 1.096940, Total Volume: 0.000000
Starting Price: 1.097830, Ending Price: 1.097040, Highest Price: 1.098530, Lowest Price: 1.096940, Total Volume: 0.000000
Starting Price: 1.097830, Ending Price: 1.097040, Highest Price: 1.098530, Lowest Price: 1.096940, Total Volume: 0.000000
Starting Price: 1.097830, Ending Price: 1.097040, Highest Price: 1.098530, Lowest Price: 1.096940, Total Volume: 0.000000
Starting Price: 1.097830, Ending Price: 1.097040, Highest Price: 1.098530, Lowest Price: 1.096940, Total Volume: 0.000000
Starting Price: 1.096070, Ending Price: 1.096180, Highest Price: 1.096180, Lowest Price: 1.096030, Total Volume: 0.000000
Starting Price: 1.096210, Ending Price: 1.096260, Highest Price: 1.096260, Lowest Price: 1.096180, Total Volume: 0.000000
Starting Price: 1.096230, Ending Price: 1.096310, Highest Price: 1.096630, Lowest Price: 1.096170, Total Volume: 0.000000
Starting Price: 1.096290, Ending Price: 1.096110, Highest Price: 1.096320, Lowest Price: 1.096100, Total Volume: 0.000000
Starting Price: 1.096270, Ending Price: 1.096110, Highest Price: 1.096630, Lowest Price: 1.096100, Total Volume: 0.000000
Starting Price: 1.096270, Ending Price: 1.096110, Highest Price: 1.096630, Lowest Price: 1.096100, Total Volume: 0.000000
Starting Price: 1.095950, Ending Price: 1.096070, Highest Price: 1.096250, Lowest Price: 1.095920, Total Volume: 0.000000
Starting Price: 1.096310, Ending Price: 1.096280, Highest Price: 1.096310, Lowest Price: 1.096280, Total Volume: 0.000000
Starting Price: 1.096200, Ending Price: 1.096060, Highest Price: 1.096340, Lowest Price: 1.096010, Total Volume: 0.000000
Starting Price: 1.096070, Ending Price: 1.096020, Highest Price: 1.096130, Lowest Price: 1.096020, Total Volume: 0.000000
Starting Price: 1.096070, Ending Price: 1.096010, Highest Price: 1.096070, Lowest Price: 1.095880, Total Volume: 0.000000
Starting Price: 1.096020, Ending Price: 1.096260, Highest Price: 1.096290, Lowest Price: 1.095990, Total Volume: 0.000000
Starting Price: 1.096420, Ending Price: 1.097180, Highest Price: 1.097190, Lowest Price: 1.096420, Total Volume: 0.000000
Starting Price: 1.097150, Ending Price: 1.097370, Highest Price: 1.097380, Lowest Price: 1.097030, Total Volume: 0.000000
Starting Price: 1.097350, Ending Price: 1.097300, Highest Price: 1.097370, Lowest Price: 1.097290, Total Volume: 0.000000
Starting Price: 1.097080, Ending Price: 1.097300, Highest Price: 1.097380, Lowest Price: 1.097030, Total Volume: 0.000000
Starting Price: 1.097080, Ending Price: 1.097300, Highest Price: 1.097380, Lowest Price: 1.097030, Total Volume: 0.000000
Starting Price: 1.097080, Ending Price: 1.097300, Highest Price: 1.097380, Lowest Price: 1.097030, Total Volume: 0.000000
Starting Price: 1.097080, Ending Price: 1.097300, Highest Price: 1.097380, Lowest Price: 1.097030, Total Volume: 0.000000
Starting Price: 1.096770, Ending Price: 1.096790, Highest Price: 1.096790, Lowest Price: 1.096720, Total Volume: 0.000000
Starting Price: 1.096760, Ending Price: 1.096850, Highest Price: 1.096970, Lowest Price: 1.096730, Total Volume: 0.000000
Starting Price: 1.096860, Ending Price: 1.096940, Highest Price: 1.097090, Lowest Price: 1.096810, Total Volume: 0.000000
Starting Price: 1.096960, Ending Price: 1.097360, Highest Price: 1.097410, Lowest Price: 1.096940, Total Volume: 0.000000
Starting Price: 1.097370, Ending Price: 1.097420, Highest Price: 1.097470, Lowest Price: 1.097250, Total Volume: 0.000000
Starting Price: 1.096960, Ending Price: 1.097420, Highest Price: 1.097470, Lowest Price: 1.096750, Total Volume: 0.000000
Starting Price: 1.097140, Ending Price: 1.096950, Highest Price: 1.097140, Lowest Price: 1.096950, Total Volume: 0.000000
Starting Price: 1.096960, Ending Price: 1.096960, Highest Price: 1.096960, Lowest Price: 1.096760, Total Volume: 0.000000
Starting Price: 1.096980, Ending Price: 1.096800, Highest Price: 1.097080, Lowest Price: 1.096790, Total Volume: 0.000000
Starting Price: 1.096810, Ending Price: 1.096790, Highest Price: 1.096900, Lowest Price: 1.096670, Total Volume: 0.000000
Starting Price: 1.096780, Ending Price: 1.096820, Highest Price: 1.096920, Lowest Price: 1.096670, Total Volume: 0.000000
Starting Price: 1.096800, Ending Price: 1.096500, Highest Price: 1.096900, Lowest Price: 1.096390, Total Volume: 0.000000
Starting Price: 1.096490, Ending Price: 1.096250, Highest Price: 1.096500, Lowest Price: 1.096090, Total Volume: 0.000000
Starting Price: 1.096240, Ending Price: 1.096060, Highest Price: 1.096250, Lowest Price: 1.095990, Total Volume: 0.000000
Starting Price: 1.096050, Ending Price: 1.096440, Highest Price: 1.096550, Lowest Price: 1.096050, Total Volume: 0.000000
Starting Price: 1.096450, Ending Price: 1.096610, Highest Price: 1.096610, Lowest Price: 1.096450, Total Volume: 0.000000
Starting Price: 1.096150, Ending Price: 1.096610, Highest Price: 1.096610, Lowest Price: 1.095990, Total Volume: 0.000000
Starting Price: 1.096650, Ending Price: 1.096610, Highest Price: 1.096660, Lowest Price: 1.096400, Total Volume: 0.000000
Starting Price: 1.096590, Ending Price: 1.096360, Highest Price: 1.096640, Lowest Price: 1.096360, Total Volume: 0.000000
Starting Price: 1.096330, Ending Price: 1.096310, Highest Price: 1.096480, Lowest Price: 1.096230, Total Volume: 0.000000
Starting Price: 1.096620, Ending Price: 1.096640, Highest Price: 1.096640, Lowest Price: 1.096620, Total Volume: 0.000000
Starting Price: 1.096620, Ending Price: 1.097160, Highest Price: 1.097190, Lowest Price: 1.096560, Total Volume: 0.000000
Starting Price: 1.097200, Ending Price: 1.097220, Highest Price: 1.097220, Lowest Price: 1.096860, Total Volume: 0.000000
Starting Price: 1.096770, Ending Price: 1.096940, Highest Price: 1.097030, Lowest Price: 1.096740, Total Volume: 0.000000
Starting Price: 1.096950, Ending Price: 1.097220, Highest Price: 1.097290, Lowest Price: 1.096770, Total Volume: 0.000000
Starting Price: 1.096970, Ending Price: 1.097290, Highest Price: 1.097300, Lowest Price: 1.096850, Total Volume: 0.000000
Starting Price: 0.000000, Ending Price: 0.000000, Highest Price: 0.000000, Lowest Price: 340282346638528859811704183484516925440.000000, Total Volume: 0.000000
Starting Price: 1.097060, Ending Price: 1.097290, Highest Price: 1.097300, Lowest Price: 1.096850, Total Volume: 0.000000
Starting Price: 1.097550, Ending Price: 1.097550, Highest Price: 1.097550, Lowest Price: 1.097550, Total Volume: 0.000000
Starting Price: 1.097570, Ending Price: 1.097570, Highest Price: 1.097570, Lowest Price: 1.097570, Total Volume: 0.000000
Starting Price: 1.097760, Ending Price: 1.097750, Highest Price: 1.097840, Lowest Price: 1.097720, Total Volume: 0.000000
Starting Price: 1.097480, Ending Price: 1.097750, Highest Price: 1.097840, Lowest Price: 1.097450, Total Volume: 0.000000
Starting Price: 1.097760, Ending Price: 1.097760, Highest Price: 1.097760, Lowest Price: 1.097720, Total Volume: 0.000000
Starting Price: 1.097490, Ending Price: 1.097760, Highest Price: 1.097840, Lowest Price: 1.097490, Total Volume: 0.000000
Starting Price: 1.097490, Ending Price: 1.097760, Highest Price: 1.097840, Lowest Price: 1.097490, Total Volume: 0.000000
Starting Price: 1.097490, Ending Price: 1.097760, Highest Price: 1.097840, Lowest Price: 1.097490, Total Volume: 0.000000
Starting Price: 1.097390, Ending Price: 1.097310, Highest Price: 1.097540, Lowest Price: 1.097220, Total Volume: 0.000000
Starting Price: 1.097740, Ending Price: 1.097310, Highest Price: 1.097840, Lowest Price: 1.097220, Total Volume: 0.000000
Starting Price: 0.000000, Ending Price: 0.000000, Highest Price: 0.000000, Lowest Price: 340282346638528859811704183484516925440.000000, Total Volume: 0.000000
Starting Price: 1.097340, Ending Price: 1.097370, Highest Price: 1.097370, Lowest Price: 1.097340, Total Volume: 0.000000
Starting Price: 1.097760, Ending Price: 1.097370, Highest Price: 1.097840, Lowest Price: 1.097220, Total Volume: 0.000000
Starting Price: 1.097760, Ending Price: 1.097370, Highest Price: 1.097840, Lowest Price: 1.097220, Total Volume: 0.000000
Starting Price: 0.000000, Ending Price: 0.000000, Highest Price: 0.000000, Lowest Price: 340282346638528859811704183484516925440.000000, Total Volume: 0.000000
Starting Price: 1.097450, Ending Price: 1.097480, Highest Price: 1.097480, Lowest Price: 1.097410, Total Volume: 0.000000
Starting Price: 1.097450, Ending Price: 1.097390, Highest Price: 1.097450, Lowest Price: 1.097370, Total Volume: 0.000000
Starting Price: 1.097290, Ending Price: 1.097300, Highest Price: 1.097330, Lowest Price: 1.097270, Total Volume: 0.000000
Starting Price: 1.097220, Ending Price: 1.097220, Highest Price: 1.097220, Lowest Price: 1.097210, Total Volume: 0.000000
Starting Price: 1.097230, Ending Price: 1.097370, Highest Price: 1.097410, Lowest Price: 1.097210, Total Volume: 0.000000
Starting Price: 1.097310, Ending Price: 1.097330, Highest Price: 1.097340, Lowest Price: 1.097290, Total Volume: 0.000000
Starting Price: 1.097380, Ending Price: 1.097450, Highest Price: 1.097490, Lowest Price: 1.097320, Total Volume: 0.000000
Starting Price: 1.097210, Ending Price: 1.097130, Highest Price: 1.097220, Lowest Price: 1.097120, Total Volume: 0.000000
Starting Price: 1.097070, Ending Price: 1.097390, Highest Price: 1.097390, Lowest Price: 1.097070, Total Volume: 0.000000
Starting Price: 1.097480, Ending Price: 1.097460, Highest Price: 1.097510, Lowest Price: 1.097450, Total Volume: 0.000000
Starting Price: 1.097560, Ending Price: 1.097660, Highest Price: 1.097660, Lowest Price: 1.097550, Total Volume: 0.000000
Starting Price: 0.000000, Ending Price: 0.000000, Highest Price: 0.000000, Lowest Price: 340282346638528859811704183484516925440.000000, Total Volume: 0.000000
Starting Price: 1.097680, Ending Price: 1.097650, Highest Price: 1.097700, Lowest Price: 1.097580, Total Volume: 0.000000
Starting Price: 1.097660, Ending Price: 1.097700, Highest Price: 1.097700, Lowest Price: 1.097650, Total Volume: 0.000000
Starting Price: 1.097710, Ending Price: 1.097690, Highest Price: 1.097710, Lowest Price: 1.097500, Total Volume: 0.000000
Starting Price: 0.000000, Ending Price: 0.000000, Highest Price: 0.000000, Lowest Price: 340282346638528859811704183484516925440.000000, Total Volume: 0.000000
Starting Price: 1.097950, Ending Price: 1.097940, Highest Price: 1.098000, Lowest Price: 1.097890, Total Volume: 0.000000
Starting Price: 1.097820, Ending Price: 1.097840, Highest Price: 1.097850, Lowest Price: 1.097790, Total Volume: 0.000000
Starting Price: 1.097810, Ending Price: 1.098040, Highest Price: 1.098040, Lowest Price: 1.097780, Total Volume: 0.000000
Starting Price: 1.097850, Ending Price: 1.097760, Highest Price: 1.097850, Lowest Price: 1.097760, Total Volume: 0.000000
Starting Price: 1.097690, Ending Price: 1.097690, Highest Price: 1.097710, Lowest Price: 1.097690, Total Volume: 0.000000
Starting Price: 1.097640, Ending Price: 1.097690, Highest Price: 1.097740, Lowest Price: 1.097600, Total Volume: 0.000000
Starting Price: 1.097770, Ending Price: 1.097850, Highest Price: 1.097850, Lowest Price: 1.097770, Total Volume: 0.000000
Starting Price: 1.097840, Ending Price: 1.097750, Highest Price: 1.097950, Lowest Price: 1.097640, Total Volume: 0.000000
Starting Price: 1.097730, Ending Price: 1.097950, Highest Price: 1.097970, Lowest Price: 1.097690, Total Volume: 0.000000
Starting Price: 1.097890, Ending Price: 1.097980, Highest Price: 1.097980, Lowest Price: 1.097840, Total Volume: 0.000000
Starting Price: 1.097840, Ending Price: 1.097840, Highest Price: 1.097880, Lowest Price: 1.097820, Total Volume: 0.000000
Starting Price: 1.097700, Ending Price: 1.097690, Highest Price: 1.097700, Lowest Price: 1.097690, Total Volume: 0.000000
Starting Price: 1.097760, Ending Price: 1.097590, Highest Price: 1.097760, Lowest Price: 1.097570, Total Volume: 0.000000
Starting Price: 1.097590, Ending Price: 1.097590, Highest Price: 1.097640, Lowest Price: 1.097590, Total Volume: 0.000000
Starting Price: 1.097440, Ending Price: 1.097420, Highest Price: 1.097460, Lowest Price: 1.097400, Total Volume: 0.000000
Starting Price: 1.097340, Ending Price: 1.097350, Highest Price: 1.097400, Lowest Price: 1.097340, Total Volume: 0.000000
Starting Price: 1.097400, Ending Price: 1.097370, Highest Price: 1.097440, Lowest Price: 1.097340, Total Volume: 0.000000
Starting Price: 1.097290, Ending Price: 1.097230, Highest Price: 1.097290, Lowest Price: 1.097230, Total Volume: 0.000000
Starting Price: 1.097230, Ending Price: 1.097210, Highest Price: 1.097230, Lowest Price: 1.097210, Total Volume: 0.000000
Starting Price: 1.097130, Ending Price: 1.097070, Highest Price: 1.097190, Lowest Price: 1.097030, Total Volume: 0.000000
Starting Price: 1.096940, Ending Price: 1.096990, Highest Price: 1.097000, Lowest Price: 1.096910, Total Volume: 0.000000
Starting Price: 1.097120, Ending Price: 1.097130, Highest Price: 1.097140, Lowest Price: 1.097080, Total Volume: 0.000000
Starting Price: 1.097090, Ending Price: 1.096920, Highest Price: 1.097140, Lowest Price: 1.096870, Total Volume: 0.000000
Starting Price: 1.097090, Ending Price: 1.096910, Highest Price: 1.097090, Lowest Price: 1.096780, Total Volume: 0.000000
Starting Price: 1.096950, Ending Price: 1.096980, Highest Price: 1.097000, Lowest Price: 1.096940, Total Volume: 0.000000
Starting Price: 1.097250, Ending Price: 1.097250, Highest Price: 1.097250, Lowest Price: 1.097250, Total Volume: 0.000000
Starting Price: 1.097190, Ending Price: 1.097150, Highest Price: 1.097210, Lowest Price: 1.097140, Total Volume: 0.000000
Starting Price: 1.097140, Ending Price: 1.096830, Highest Price: 1.097140, Lowest Price: 1.096820, Total Volume: 0.000000
Starting Price: 1.096780, Ending Price: 1.096830, Highest Price: 1.096850, Lowest Price: 1.096740, Total Volume: 0.000000
Starting Price: 0.000000, Ending Price: 0.000000, Highest Price: 0.000000, Lowest Price: 340282346638528859811704183484516925440.000000, Total Volume: 0.000000
Starting Price: 1.096890, Ending Price: 1.096880, Highest Price: 1.096890, Lowest Price: 1.096770, Total Volume: 0.000000
Starting Price: 1.096930, Ending Price: 1.096840, Highest Price: 1.096930, Lowest Price: 1.096840, Total Volume: 0.000000
Starting Price: 1.096890, Ending Price: 1.096840, Highest Price: 1.096930, Lowest Price: 1.096840, Total Volume: 0.000000
Starting Price: 1.096890, Ending Price: 1.096840, Highest Price: 1.096930, Lowest Price: 1.096840, Total Volume: 0.000000
Starting Price: 1.096890, Ending Price: 1.096840, Highest Price: 1.096930, Lowest Price: 1.096840, Total Volume: 0.000000
Starting Price: 1.096890, Ending Price: 1.096840, Highest Price: 1.096930, Lowest Price: 1.096840, Total Volume: 0.000000
Starting Price: 1.097320, Ending Price: 1.097320, Highest Price: 1.097320, Lowest Price: 1.097300, Total Volume: 0.000000
Starting Price: 1.097290, Ending Price: 1.097300, Highest Price: 1.097300, Lowest Price: 1.097290, Total Volume: 0.000000
Starting Price: 0.000000, Ending Price: 0.000000, Highest Price: 0.000000, Lowest Price: 340282346638528859811704183484516925440.000000, Total Volume: 0.000000
Starting Price: 1.096930, Ending Price: 1.097300, Highest Price: 1.097320, Lowest Price: 1.096840, Total Volume: 0.000000
Starting Price: 1.096930, Ending Price: 1.097300, Highest Price: 1.097320, Lowest Price: 1.096840, Total Volume: 0.000000
Starting Price: 1.096930, Ending Price: 1.097300, Highest Price: 1.097320, Lowest Price: 1.096840, Total Volume: 0.000000
Starting Price: 0.000000, Ending Price: 0.000000, Highest Price: 0.000000, Lowest Price: 340282346638528859811704183484516925440.000000, Total Volume: 0.000000
Starting Price: 1.097430, Ending Price: 1.097420, Highest Price: 1.097450, Lowest Price: 1.097420, Total Volume: 0.000000
Starting Price: 1.097400, Ending Price: 1.097390, Highest Price: 1.097400, Lowest Price: 1.097370, Total Volume: 0.000000
Starting Price: 1.097370, Ending Price: 1.097130, Highest Price: 1.097370, Lowest Price: 1.097120, Total Volume: 0.000000
Starting Price: 1.097140, Ending Price: 1.097130, Highest Price: 1.097190, Lowest Price: 1.097110, Total Volume: 0.000000
Starting Price: 1.097140, Ending Price: 1.097130, Highest Price: 1.097250, Lowest Price: 1.097110, Total Volume: 0.000000
Starting Price: 1.096890, Ending Price: 1.096950, Highest Price: 1.097030, Lowest Price: 1.096880, Total Volume: 0.000000
Starting Price: 1.096980, Ending Price: 1.096960, Highest Price: 1.097140, Lowest Price: 1.096920, Total Volume: 0.000000
Starting Price: 1.096950, Ending Price: 1.096950, Highest Price: 1.096970, Lowest Price: 1.096940, Total Volume: 0.000000
Starting Price: 1.097170, Ending Price: 1.097160, Highest Price: 1.097170, Lowest Price: 1.097160, Total Volume: 0.000000
Starting Price: 1.097170, Ending Price: 1.097180, Highest Price: 1.097410, Lowest Price: 1.097020, Total Volume: 0.000000
Starting Price: 0.000000, Ending Price: 0.000000, Highest Price: 0.000000, Lowest Price: 340282346638528859811704183484516925440.000000, Total Volume: 0.000000
Starting Price: 1.097170, Ending Price: 1.097170, Highest Price: 1.097260, Lowest Price: 1.097170, Total Volume: 0.000000
Starting Price: 1.097190, Ending Price: 1.097150, Highest Price: 1.097230, Lowest Price: 1.097150, Total Volume: 0.000000
Starting Price: 1.097040, Ending Price: 1.097040, Highest Price: 1.097040, Lowest Price: 1.097040, Total Volume: 0.000000
